skill_label,c_layer1,c_layer2,c_layer3
alter wearing apparel,9,0,1
sell snacks,1,3,2
draft legends,3,5,3
auction characteristics,6,5,1
comply with veterinary inspection standards,8,3,2
use riverspeak to communicate,1,2,2
maintain drilling equipment,5,2,1
fill cylinders,5,0,7
interview insurance claimants,2,4,0
automotive diagnostic equipment,2,3,0
prepare exercise session,0,1,1
help clients cope with grief,0,0,1
conduct fact finding,1,2,1
task algorithmisation,10,1,2
develop procedures in case of defects,3,1,2
screenwriting theories,4,3,2
abrasive machining processes,5,4,1
perform ocular tonometry,0,1,0
assemble tent constructions,4,1,2
plan rig operations,3,5,0
conservation techniques,5,2,3
manage company transport strategy,3,0,3
establish aquarium,8,3,1
prepare fish harvesting equipment,8,4,0
develop energy saving concepts,3,0,2
manage aquatic resources stock production,8,4,2
manage plans for the utilisation of organic by-products,8,0,3
monitor customer behaviour,2,3,1
metal drawing processes,5,4,2
monitor water quality,8,4,1
ICT encryption,10,2,0
forensic intelligence,2,1,5
provide chiropractic paediatric healthcare,0,1,8
disseminate internal communications,2,3,1
OmniPage,10,0,2
laboratory techniques,3,2,2
employ foreign languages in care,0,1,0
carry out work related calculations in agriculture,8,0,1
recognise patients' reaction to therapy,0,3,0
finish animal structure,8,3,4
geographic information systems,3,5,3
ensure parts packaging,5,0,4
inspect aircraft manufacturing,3,1,2
adjust sporting equipment,6,0,11
purchase music,4,2,0
ensure compliance with healthcare regulations,0,1,2
assist with book events,6,0,6
distinguish accessories,9,0,1
communicable diseases,3,2,2
supervise mine construction operations,3,5,0
scale etchings,5,2,2
ensure security on ships,1,7,0
inspect planed woodstock,5,2,1
orthopaedic conditions,0,1,8
file claims with insurance companies,6,2,0
kindergarten school procedures,7,4,2
research satellite launch sites,3,4,1
identify characteristics of music,0,3,0
handle broodstock,8,4,3
ensure point of sale material availability,6,3,2
cinematography,4,3,0
engage in physiotherapy research,0,1,8
liaise with managers,1,0,1
propose projects to artist,4,4,2
grammar,4,5,0
perform tobacco leaves conditioning,1,0,2
operate sound live,4,1,3
environmental impact of tourism,6,4,3
prepare stone for smoothing,5,0,7
manage heavy equipment,3,5,0
ensure continuity in the styling of artists,4,3,3
assist with hemostasis,0,1,2
refrigerants,3,4,2
handling chemical products for soil and plants,8,0,2
psychiatric disorders,0,3,1
interpret scientific data to assess water quality,8,4,2
advise on mining environmental issues,3,5,2
transfer viscous soap,5,0,4
understand budgetary limits,4,3,2
differentiate nuance of colours,9,1,0
lay interlocking roof tiles,5,1,4
install electrical equipment in vessels,3,1,0
show consideration for student's situation,7,4,0
analyse insurance needs,2,4,0
pyrotechnic articles legislation,1,7,1
OpenEdge Advanced Business Language,10,3,0
apply electrolytes to cathodes and anodes,5,4,0
nonwoven machine technology,9,2,0
supervise landscape projects,8,0,2
economics,2,4,2
classical languages,7,3,0
operate machine tools,3,5,1
perform for young audiences,4,2,1
inspect climbing equipment,5,1,4
liaise with book publishers,6,0,6
read gas meter,5,0,5
psychopathology,0,3,0
conduct full-scale emergency plan exercises,1,5,1
negotiate with artists,4,3,2
plankton production,8,4,3
check chimney's conditions,3,0,2
check vehicle parts on delivery,6,4,4
domestic heating systems,3,4,2
teach intercultural communication methods,2,0,3
set press-cycle time,5,0,6
evaluate garment quality,9,0,0
innovation in nursing,0,1,0
operate SMT placement equipment,3,1,0
move rigging equipment,5,1,1
establish daily priorities,2,3,2
manufacture prepared meals,1,0,4
help to control passenger behaviour during emergency situations,1,2,2
determine medical images' diagnostic suitability,0,1,3
deliver outstanding service,1,5,1
maintain ship brightwork,1,2,0
develop chemical products,3,2,0
use CADD software,3,4,3
manage legal personal issues,2,1,2
prepare loan contracts,4,6,1
types of digesters,5,3,1
identify airport safety hazards,1,5,3
plan geotechnical investigations in the field,3,5,0
nursing science,0,1,0
perform full leather conversions,6,4,4
determine maintenance schedules for airport equipment,3,1,2
use curing room equipment,1,0,2
customer segmentation,2,2,1
develop military intelligence records,1,5,0
evaluation methodologies in paramedic practice,0,1,4
teach arts principles,7,3,2
food and beverage industry,1,4,5
define data quality criteria,10,0,2
reflexion,0,3,2
participate in games for player distribution,4,4,0
WizIQ,10,1,0
operate motorised street sweeping machine,5,1,3
prepare meals for flights,1,3,1
repair photographic film,4,5,1
cool workpiece,5,2,2
holding company activities,2,4,2
solder components onto electronic board,3,1,0
teach law enforcement principles,7,2,2
carry out evacuation of airport in an emergency,1,7,2
International Maritime Organisation conventions,1,2,1
manage difficult clients,1,1,3
control production flow remotely,5,0,3
maintain museum records,4,6,1
make barrel heads,5,2,1
use nuclear medicine techniques,0,1,3
common children's diseases,7,4,2
galvanise metal workpiece,5,4,1
manage engine-room resources,3,4,2
surveillance radars,1,5,0
verify formal ICT specifications,10,0,0
wire security sensors,5,1,0
ensure flights run to schedule,1,5,2
employ specific paramedic techniques in out-of-hospital care,0,1,4
ensure the longevity of the fight actions,4,2,2
manufacturing of pumps and compressors,3,1,1
load materials into furnace,5,0,1
inspect glass sheet,5,0,5
competition law,2,1,2
monitor gauge,5,4,3
Montessori philosophy,7,4,2
send biological samples to laboratory,8,4,1
stages of bereavement,0,0,1
inspect taxation documents,2,4,1
ensure information privacy,10,2,3
announce amusement park attractions,1,8,1
organise retail sampling events,6,3,2
musical genres,4,2,0
process payments,6,1,0
involve volunteers,2,3,6
leather chemistry,9,1,1
implement hedging strategies for clients,2,4,2
manage storage operations,6,2,1
apply arc welding techniques,5,4,0
monitor excavated material,5,1,3
collaborate with music librarians,4,2,0
ophthalmological examination methods,0,1,0
inspect etched work,5,2,2
maintain microelectronics,3,3,1
operate janitorial tools,1,3,0
design digital call to action,10,1,1
meat industry,6,3,1
operate nail gun,5,4,3
prepare workpieces for engraving,5,2,2
write situation reports,1,7,3
trim excess materials,5,3,0
investigate manufacturing facilities,6,2,1
record music,4,2,0
assess railway operations,1,1,4
quality standards of ophthalmic equipment,0,1,0
analyse blood patterns,2,1,5
hand out product samples,6,1,0
develop information security strategy,10,2,0
seismology,3,5,3
manage personnel agenda,2,1,0
communicate with waste treatment facilities,3,5,1
compare insurance products,2,4,0
engraving technologies,5,2,2
maintain vacuum chamber,5,4,0
apply prescribed herbicides,8,2,2
maintain hatchery facilities,8,4,3
clean contaminants from airport runways,1,5,3
furniture care products,5,2,0
implement dive plans,5,1,1
combine business technology with user experience,2,2,3
test procedures,3,2,0
landscape architecture,3,4,3
perform euthanasia on animals,8,3,2
stealth technology,3,4,0
screw types,5,4,0
organise rehearsals,4,3,1
report defective manufacturing materials,5,3,1
execute working instructions,9,1,1
advise on online dating,6,4,2
pests and diseases,8,4,0
contact lens fitting techniques,0,1,0
inflate sport balls,7,3,3
credit card payments,6,1,0
compare production forecasts with actual results,8,4,2
define technical requirements,10,2,1
observe confidentiality,2,1,2
perform forest diseases control,8,2,2
hardware components,10,2,3
CAD software,3,4,1
advise on rehabilitation exercises,0,1,8
electrical systems used in transportation,1,2,2
work in restoration team,4,6,1
3D printing process,10,1,2
advise medical staff,0,1,2
prepare etching chemicals,5,2,2
perform pre-blending of tobacco leaves,1,0,2
organise a repertoire,4,2,0
radiological photography,0,1,2
understand game species,8,2,0
develop investigation strategy,1,7,2
physiotherapy,0,1,6
abrasive blasting processes,5,4,0
attach roofing cover,5,1,4
tote reports,4,4,3
forecast dividend trends,2,3,3
continually survey meteorological conditions,1,5,2
prepare doses of medication according to patient needs,0,1,0
features of sporting equipment,6,0,11
interpret seismic data,3,5,0
order electrical supplies,3,1,0
calibrate optical instruments,3,3,2
bicycle mechanics,3,4,2
assume highest level of responsibility in inland water transportation,1,2,0
types of wire mesh,5,4,2
plan rig work schedules,5,1,1
integrate principles of training,0,2,0
create natural science taxonomies,8,4,1
ensure information security,1,7,3
ensure compliance with disclosure criteria of accounting information,2,4,1
apply coating to patterns,5,0,1
speech recognition,10,4,0
estimate restoration costs of antique items,6,3,4
decide quantity of explosives required,5,1,1
develop models for weather forecast,3,5,3
handle horses during dental procedures,8,3,2
handle chemical cleaning agents,1,3,0
search historical sources in archives,7,1,0
retain record samples,5,0,1
explain features in accommodation venue,1,3,2
change over props,4,1,2
perform high risk work,1,1,0
follow procedures in the event of an alarm,1,2,2
ensure health and safety of visitors,4,2,1
analyse seismic risk,3,5,3
coking process,5,0,1
compare contractors' bids,10,4,1
operate drying blowers,5,0,5
operate cubing machine,5,0,4
maintain gardening equipment,8,0,1
lay sewer pipe,5,1,3
emergency surgery,0,1,8
give shiatsu massages,0,1,1
advocate for others,0,0,2
inspect project regulations,8,0,2
advise on aquaculture products supply chain,8,4,2
process livestock organs,1,0,4
draft the rules of the mediation service,2,1,2
prepare coffins for cremation,1,3,2
provide private transport services,1,1,1
camping gear,6,3,1
advise on use of land,3,5,2
carry out forum moderation,2,2,1
repair rotating equipment,3,1,2
assess risks for the elderly,0,1,6
international trade,2,2,1
negotiate with social service stakeholders,0,0,0
manage publicly traded companies,2,3,5
dye wigs,4,1,2
develop aquaculture strategies,8,4,1
biomass conversion,3,0,1
test pyrotechnical effects,4,1,2
international regulations for cargo handling,1,2,2
use lensometer,0,1,0
polish dental restorations,0,1,0
clean beer pipes,1,3,1
audit closed vehicle rental contracts,6,1,0
primary school procedures,7,4,0
monitor aviation growth trends,1,5,3
provide treatment strategies for challenges to human health,0,1,0
plan physical rehabilitation of animals,8,3,1
prepare board for soldering,3,1,0
develop geological databases,3,5,3
interpret floor plans,6,3,2
conduct water navigation,1,2,0
regulation on the discharge of raw materials into the sea,1,2,2
Agile development,10,2,1
manage dispatch software systems;,1,1,0
undertake inspections,1,7,2
product range of railway companies,1,1,3
manage customer service,2,3,0
change soap filter,5,0,4
meet productivity targets,3,0,3
manage student relationships,7,2,2
assist in the development of standard operating procedures in the food chain,1,0,1
test circuitry,3,1,0
perform puja,2,0,4
record test data,3,1,2
install electronic communication devices on trains,3,1,0
leather physical testing,9,1,2
coordinate airport environmental policies,2,3,1
liaise with quality assurance,3,0,3
monitor feeding systems,8,4,2
use consulting techniques,2,1,2
process incoming construction supplies,5,1,2
operate file for deburring,5,4,1
create model,4,6,2
tape drywall,5,1,2
develop work programmes,1,0,3
use traditional stone splitting techniques,5,0,7
perform spawning and fertilisation on fish eggs,8,4,3
report on radiological examinations,0,1,3
supervise educational staff,7,1,3
Iterative development,10,2,1
manage meteorological database,3,5,3
manage water treatment,3,0,3
use sales forecasting softwares,2,3,3
use data processing techniques,3,2,1
create technical plans,3,3,3
maintain updated professional knowledge,1,0,1
monitor equipment,2,3,0
operate rubber mixing machine,5,0,4
maintain the cleanliness of the toilet facilities,1,3,0
provide advice on trademarks,2,1,3
match vessels to shipping routes,1,2,1
install heating boiler,3,4,2
advise client on technical possibilities,4,1,1
clean driers,5,0,4
manufacture prosthetic-orthotic devices,0,1,2
assist anchoring operations,1,2,2
identify energetic meridians,0,1,1
follow research on special needs education,7,4,1
operate automated stage movement control system,4,1,1
connect oil well heads,5,1,1
apply roll roofing,5,1,4
monitor trends in interior design,4,6,0
